date,headline,source,content,url,published_at
2024-04-15,Stock market today: Wall Street slumps as rising yields crank up the pressure,Los Angeles Times,,https://news.google.com/rss/articles/CBMixAFBVV95cUxQMHBpVXRKRXY2R1pJS0VFVnJmaC1LQmJQakltcVp2ZS01a0xxcGR4TU9vYUl0WVdsemV2blNXZlB3R0VYMFNheFQzbWlKN2l1cGZqTlBaYXIwYklqUzIzWjFxR2FaVVpCVDRwanFTT1V3d0pLd3BGQXp6dVVMcDEwM0VjRGMtUTlWMjRvX2VmU3FPVG1SMU1nMi1MWEY0QWNYVl9pcWpZeG44NC1xN2FhaXUxTnliOHIzdGhkLTlxTHdZcWxk?oc=5,2024-04-15 07:00:00
2024-04-15,Tensions in Middle East trigger war risk premiums in freight rates,Automotive Logistics,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOQ244cGpidURfRFpNb2NqZG16WkhONXNLaFlXN3R6Y3M5STlWZnROVWNXLWtVYnlpb1VDbDZoa0NRU0NwZkotVWxtLWlNWkJtQl94UmltYk44emRMYVBtYk5NcWVPMm92RVIzdUszeUhnZ3VoWVdZazRtdmloYkd5R29wSkxZcTlocTZFVWowYzlKalRYVnFRVmNjQlF4T096MzVNXzRIV3cweXB0ODRxTDNvM2tfM0ZZS2J1QTVaWUNzbXFUbnNNXw?oc=5,2024-04-15 07:00:00
2024-04-15,The Israeli-Iranian Shadow War Is Over,Carnegie Endowment for International Peace,,https://news.google.com/rss/articles/CBMimgFBVV95cUxPRTV1bE9Ga0VKeUdCMjR4U2xVdV9hQlEwUENqSG5ucWxZUWdiUXNiWndEQ2lOSTBtRnhCNktkZy1Ib29oWmhOLWxTMzZHVHdGNFdUVkxqanR4ak1ySi1pTDNfR2dqZzlFNGZOS29HVkhUaTRLZkhCNlJGbTBLSFN6clJTQlJLM1dWS2JJTDBWUnY0NTl0aEp5aTF3?oc=5,2024-04-15 07:00:00
2024-04-15,US Treasury Buyback: Could This Decades-Unseen Plan Bolster Treasury Prices?,Moomoo,,https://news.google.com/rss/articles/CBMivAFBVV95cUxNSEhkOVY5Vno1TjlyREZQc1VwdjZZRnBoNHNMWFdkZVA2MWRuRjRzQTkydHJIWHZYd1dqN2dvZmFkU0FQc2tERmozbmdPOGhucVM5LUQ0NlRHc3FwZnJndllVS05meV9nNUlpVmV0NE9fZFQ5dmEwdEt0SS1oY2RVWXNYRVJLRzlKRXBjMkhrWlhSdzZkUTVwblJUcGlPMzd3ZlFUNFIxNWlpZEp1ckNWdDNNbUREbnlaZENUTQ?oc=5,2024-04-15 07:00:00
2024-04-15,"USNI News Fleet and Marine Tracker: April 15, 2024",USNI News,,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPUnd4TGRRWHdoM1B4RTlzSHZwQ1kwRlV2QWc1M1IxbzZJM0YyY21zX3RzZXA1Z3drY2QwZnVqTTRPMmFwWlJkUEo4b3pZb0s1c1lkRm45b3BXQldtOWlPTXpFamcwUnBab2lNcXhsZlUzZkpWNl95ZjFuQnEyWlJVSEY0SENneDIw?oc=5,2024-04-15 07:00:00
2024-04-16,Broker Howden launches Red Sea cargo war insurance as ship risks surge,Reuters,,https://news.google.com/rss/articles/CBMivAFBVV95cUxQYVN0Y0ZDalBoLTNUTkJvV2hUbV9UQjhHVXJIWGJtbV9aenlzM0dQRjduRVBMNGFfeTdaODM5MFRfWm81X2pXeWFiY0xEeFVmenQ2bzJJeEt3QUZnUHotb0VnY3dma0lYYVM2a0t2QzBJZVloZmxlVGRZYlhWb1NCcnNWOEh4NHJSbFR3SGFtZ002YXFYY2pVVFh0azRVY3QyeUh1VUx4Sy1DRkY4U1RYRzdLcWNIMWhTUUVqMg?oc=5,2024-04-16 07:00:00
2024-04-16,Escalation in Middle East conflict sparks more concerns about supply chain disruption,Trans.INFO,,https://news.google.com/rss/articles/CBMickFVX3lxTFBmUUo4ZWdmWEhRVjhmZ01VSjBpUEdEVHlhYU5sMzB2dGZrZDhwbzIwRmVwNDN6REVGQ2diNnpabW9rY21UWlZlZ3BmMW1NN0VJQ2ZpY3hYVGlHWmNVSTY3cXdETFJQTmJmUzBBeU9EZVJDUQ?oc=5,2024-04-16 07:00:00
2024-04-16,Escalation of Middle East hostilities will have ripple effects for Africa,ISS Africa,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOdHN3b0RQYjNYSHoxemZsT19qb2c4bkktc21RRTZCc2E3UDlNVVZkdTZRZFV4VU5MaFZDWXFHRWU4SjAtUkdUWG5nTFItdlVSZEFLeldiZnBXdGs5Ql9uNEQwQkNaYlZiM3QyVVhGbnpfN0d5TXhsRTV1WDgzcmF2VEpSaWlPWjBfWGd5ak53SFhUMmhrNHhpdWwxZnBzRURrNllsYWRIREk?oc=5,2024-04-16 07:00:00
2024-04-16,How is the Red Sea crisis affecting British companies?,This is Money,,https://news.google.com/rss/articles/CBMisgFBVV95cUxPTjB1LXdRZ2F5b3N2RGdCdTRJNXF5aDJHNGVCeDVKOWREVnNYbXpKUUtSdDVKYjF5MURlT0JEWU0xVHZvQXNTcWVpZ1c3cmRIQjBSMlFtZmdBWXhkN3pQWDR5TkZEZHZnWjg1aVBYVEJNZTRhbVpGMGUwR1g5ck1ub2FjMXBsY3k1MWlNMG5uRlNrYVk1WFVFempWV2p2cF9YWElyUzRNVHFpcWlPN2dVamh30gG3AUFVX3lxTE40ZUZKczBCVmh0QlNmMG9DYTZaNWpuYU1YOWVrdDIyQkF5NG1Lb3VDeWdxU1FOODFyU2xYRmZjbFZNclR5OTZIaWN0WnNDdzRaSGFxRmVFd0J6SHVCcm9OVzhHb0YxdUVuaVdMNVoyUVJjX0ZZNk5CRjdKNXhOLW5pZG5fMGowaGdRRUVZcG9sOVl5NjRMWnVnTnhmWXJyMC0wTFh2QV9KZ192QVNBOUI0V0FjWVg5Yw?oc=5,2024-04-16 07:00:00
2024-04-16,How the Crude Oil Market Works,HowStuffWorks,,https://news.google.com/rss/articles/CBMigAFBVV95cUxPM0NyRGxNR25vOXlfSmdPV3RjdVBwRkVKNFpjYVFvUXFYTWdzM2pVTFBMa1dsLUNEVUJobnA3aDFWa1pxSXRHNGV1Mm9vYzJaSDM2Q3ZZYl9lb2xzMEstRmE0eFFNSy1lR21NSk9QZElHWi1hMFE3cW9wbEtld2ktMA?oc=5,2024-04-16 07:00:00
2024-04-16,"How to Invest As Energy Stocks Rally, Oil Prices Surge: Goldman Sachs",Business Insider,,https://news.google.com/rss/articles/CBMipwFBVV95cUxQbVl6U3A4SUhUcjY0SjVoQVNNRXRUTUJIamRrNWxQR01LaW5qVkRDTVhsS0x4MklHalhNelpFVkpwZWJCYVNfLVpRaHpmLW5ZWmlDS3lTemQ3UUFwZWhzUzhJdHVXdGlSd09IQThzYkk2LVNNUkczb0R3cV9lclRSbzBVb2lMSktIX05zcmQ4WF9tcWxkNnlsM0hKcFMxUTg4MG9nVEpxQQ?oc=5,2024-04-16 07:00:00
2024-04-16,"Howden launches first-of-its-kind Red Sea cargo war risk facility, protecting ships and strengthening global supply chains",Howden Insurance: Group,,https://news.google.com/rss/articles/CBMi9AFBVV95cUxOTkVaT3U2YzJIdmRYV1A5cm5XV050NTU5T1IwWmQ4dDZNdWQ2bTZqVmxtdTVJMEdxVmo4WmpNQTVjekVybVFpcEI2TUFnOUN1YTZDZmlPRDJnUGk0MHRwYzRKdnFfLUQ4YlhZZV9LUUNvTUtRd1NHcE1TT1lrY05VNUVEbWs4MXc2YTdOY1NLcUdRcTFPR25Namp0OFVrNDVoT2tKUmplNVliQkg3WlNCUGh2VkcxS2hyYkstX3paaFNzU05CdWtVVGNxX2hUMlVlWVdscnNDWTlDa1Z3U2pXai1LbjBQRm1oeUdmWkFoLWJKYUdY?oc=5,2024-04-16 07:00:00
2024-04-16,Iran's crude oil output up 20% in 2 years at 3.3% of global supply: What does this mean for the Iran-Israel proxy war?,Mint,,https://news.google.com/rss/articles/CBMiiAJBVV95cUxPSUdOazZYVEx0TEtXOFd6U0x1VmJDT2kxWkR0VFFQcHBFN3dKSjIyNDZyWW0wUWRIc3AtV3pDTmp4VWlGdWhIVGQtTzg0V2ZhQVhUUWVXVTEtcjBKM3VLQlM5TUVzZzhOemlub0pkbnM0OS1nR0U4ZjNIRHhYVmhTa3RJak1Kc0JKdUtwYVZ4VHVWMDlZdEI0T3ZEQkdmb2VIbk5LdFg2ZWVPVDd3anlnNXpYZ0N0Wnczd0JhWWFpeVlMUkx1bWNHa29oQVJUVmxVd24yamdveHNuZFlYeVRkV2FKNzlDTEphbmhEN2JUX3pMOGw0MFZMUzNFdFNzYW0yeVFpOFM5TmXSAY4CQVVfeXFMTWlWemI3cUxYc1pQUHZOWmlhYlRYQ1I0aTJmY3BrVnZ3Y3FFN3VUSkpxUDBaS2owSTFkbDctLXJoQnFrdUpISjg2Y29FZUdwQXFyS3h6bG9ZZFFKbS01RW9iMEV2M1ZWWjBaYzBSYTdLNnNYT2dBcmNhUy1qY1NYWEFVWXZRaklvemFaeUVydzNWMlBuQW43cnp0RWZERkg4MEdtNHVqUUc3a3MwUmFtOGxzXzZyTHdoamlJdkhUSlZ0cE01MmZNcXRNelJfUUM5aW5KblhrRHotc1ZQSFhGdWYtZEN5LVBuVVhNMTY5cDZ6Q0FJWWloS3JPTkFYakVjcmRwTTZoVFh1dWxHWnFR?oc=5,2024-04-16 07:00:00
2024-04-16,Is it safe to travel to the Middle East right now?,The Times,,https://news.google.com/rss/articles/CBMimwFBVV95cUxPUzJSaTdGWkxsR2ZHSHJpbmc4YnQxdWtTaWVHcmRGX1Q5RGlSRmcyU0RKVXVIWEtSelh3SUlVVUxlVE14UE5mcTh0NTFOa1lucEhIRHVhMEVoY3JjRXJuRmlnc2Vxa2lYeVJOTGVkWElTTzNvZ28wY0xTSVdTSjQ3c29MSGt3QmswcHY4RFZSay1Rc2EzaDJ5YjlMVQ?oc=5,2024-04-16 07:00:00
2024-04-16,"Middle East Travel: Is it safe to fly to Turkey, Egypt and Cyprus amid Israel-Gaza war?",The i Paper,,https://news.google.com/rss/articles/CBMisgFBVV95cUxQWDlfVUVOMDY5LWl5MnVzV3djUkc2Z3BpV1NOZEg3NUQ5akdUR0x3RE5kSmd4WTNheUt0NHZOOU5na0wwS2VTY1gyUFhXUkVDblhwVUNrV1FOWms4WlNXUkREeXJjZUdTN0pub2duZkZ5WXlKNXI4UVU2Wm9VLVh3R2xmNnd5eWp6d0I3TERRQXdCOGdXMng1ZG00WXk4NkpiMEN5eTBKbDJySjFXYVcxaXVR?oc=5,2024-04-16 07:00:00
2024-04-16,"Mideast missile duels have cost US Navy nearly $1B, secretary says",Defense One,,https://news.google.com/rss/articles/CBMitgFBVV95cUxQTjFDUldsLUxDU2VRdF8xSkllTnRhck41RHZrTHlUYzRoZDdwd0J6OVFfMHlyZlBFcWpnZ1BSdWtuMVgwUjhtbHBRakJfVXBrYU9GR2ZtbUQ4QlQ3RkZyZXpYOUNaMS1YcG1QeWd6a082MzJGTEdWZmp6MkV1ZmwtTl9ndkJwUjdoRTlobkw2QS1IdGU3eHhaOXJrdDY1d245cmZxb0xIZThSQW5QczdWajloWFJ0Zw?oc=5,2024-04-16 07:00:00
2024-04-16,Navigating Troubled Waters: The Economic Impact of Middle East Conflict on Egypt’s Suez Canal,وطن. يغرد خارج السرب,,https://news.google.com/rss/articles/CBMizAFBVV95cUxPWTMzM3JLeVo3TUhpYnpJdmVtSTBHdGthNXNEeU12aHpjaGdZb3lucEpNNGF0R2wyeE9NU3ZScTVuN3ZLZWZPUWpYUHA2TndwQlZ6S2tURXFUOFFFMExrUTVfMUltVElBS1FHUWZabzlUMm4xMmFSYVNsb1dQNnl3TmtHVms4TDJDb2pOTE5vUzBYUEJ5Y1pkS1JuYmQ1YmFZX0o5d0tDV2MtaHVGZzZwdkZxQ2U0N09VcHNVdFU2RzVyT1pRYk9odXhaaWjSAcwBQVVfeXFMT1kzMzNyS3laN01IaWJ6SXZlbUkwR3RrYTVzRHlNdmh6Y2hnWW95bnBKTTRhdEdsMnhPTVN2UnE1bjd2S2VmT1FqWFBwNk53cEJWektrVEVxVDhRRTBMa1E1XzFJbVRJQUtRR1FmWm85VDJuMTJhUmFTbG9XUDZ5d05rR1ZrOEwyQ29qTkxOb1MwWFBCeWNaZEtSbmJkNWJhWV9KOXdLQ1djLWh1Rmc2cHZGcUNlNDdPVXBzVXRVNkc1ck9aUWJPaHV4Wmlo?oc=5,2024-04-16 07:00:00
2024-04-16,Navy seeks urgent replenishment of $1B in munitions spent countering Iran-led attacks in Middle East,Stars and Stripes,,https://news.google.com/rss/articles/CBMirAFBVV95cUxQdlBKdWd4WmFKVUNSY0VkcEpFMjNjbDRoMm1QNXotUmF4c09xNmotRXVDa0hmRUVQQXI1U2NKY2hSczZyWlpzd25RYm9KQmRLRUJROEVBaHVTbHBZQ3NPcFZsWWVhVndRa0FDSXJZWS1sRkdOSFdERUJTMjdzQlZRQ0M2ZlRNYWRTMlI3WDVoOE9fbXRqTzg4bHRtckJlaGpWUXNkM2RCMUdPN1I2?oc=5,2024-04-16 07:00:00
2024-04-16,"Q4 results today: ICICI Lombard, Tata Communications among companies to post earnings on April 17",Upstox,,https://news.google.com/rss/articles/CBMiswFBVV95cUxQY3RSWDZfSlhHNGV4MndDb19UUHV5dWxDd2VRRURTbmFZQ2VRUWJhSXdtd2c1Q0VBYklnLVY1dV8wNjV1VEs1aG5IR3BfNmpBWnEtQjEzTVdON2w2Z240LUNHOFV3RU5OaG9KUENhcml0YXk1LXE5RkdCYlE1REVTWFpwMFllUnNCdURGTUlmZnpBQTZGWkQ3dG1vTnozMExyZVBGX0ZjMTEydEl0dTA1cXh5SQ?oc=5,2024-04-16 07:00:00
2024-04-16,Red Sea crisis sparks huge increase in container ship movements with wave of new traffic at Port of Malaga,Sur in English,,https://news.google.com/rss/articles/CBMitgFBVV95cUxOc00wZE9lbHM2eWpkTFFJcmtLd0diR2xPZkFYZm1Uc08zMDN2ZmRQZTJsTzIydF9UelJqR1BTanNEeUs0VnZZaVBBQjY0OEpkN3ZGN3M4YUZGVkRhcGN1Y0xNM2Q2d0xreGlWcEl2UVpxYmJRcUxINm9sZ18tUE1kdDdwZzBPY3lmTEtYNVhiT0YyMVMzdnBkS0Q1dXlFYkdLWUhhLVluVExsXzg3anZudk9lcXpjZw?oc=5,2024-04-16 07:00:00
2024-04-16,Royal Caribbean cancels cruise because of Houthi Attacks in Red Sea,Royal Caribbean Blog,,https://news.google.com/rss/articles/CBMirwFBVV95cUxNZDNDekxhbEM4ZjlZdkRNaU5UQ2FTVWFEQmJMZ040MUhnUnFldS1YRjhjaVdBUGhPUDJtbTVadVNTbVJaVmpxUzdtaFN3UnRsZFhjUGh5eHFnTktuNWxaeVppS0xNOW53NE4zZEI2MV9JTkZOLXVDc1JvXzZjclMwbF9hTVl4WXNRak5wdEtVSGxQUkkzV0NlWlJ0NGFmZU5UN0lTcVBnLTVvUV9XUlFz?oc=5,2024-04-16 07:00:00
2024-04-16,"Saudi Arabia’s NEOM: What it is, the regions, the hotels and more",Hotelier Middle East,,https://news.google.com/rss/articles/CBMirgFBVV95cUxOVVdlYWxUdy03NFU5WDY2NGtWRXZ5VjFOWWVBNEJ2cnowdFMybVk1VjVLVC1VVVdjbGFRMnp0RjV0RGxab0h1UGJRbndLelVtTDVqMWp5dnJrMnBoZHBjRlZtVXNsNV9GYnhfVXppbno4RFlKdWo1azdSUVFNdk80MzExY2ZON2F0WWwyNGFKMDlBaGN3UnNtbW1iQTEwdGJUT2QtUXpxejBWa1lHVGc?oc=5,2024-04-16 07:00:00
2024-04-16,Stock market crash today: Why is Indian stock market falling for last three days? Explained with 5 reasons,Mint,,https://news.google.com/rss/articles/CBMiywFBVV95cUxPSjE2WTQ2WS1aamtjSjIwMWJicDZxaWxIQnhZTjRlbGhjSEo5VWVDWlpFZUdDMVprR1JVZzgtc0ZaaUJSZnVHcVlZZEpaTk1wRHUxQnU1R2tDdldCU3NYYnN6VFhxSU1rMVZtcFlrWkpCMGJCc1hOVHVmMkhFeVFhWEtpalRBZ21RQ1JlS3p0akxYZGJRdG0xa00yTXVNd0Jjc1hmV1dMYXE4SnZaWjFNLXVNdy1WNnV4bE5JT2JoMy1qOFpTUm9HY3Z5Y9IB0AFBVV95cUxNY0x2ejB0NWszQUs3MW1rN1JHdlRKenNwbTRHZlFIOHRuUVdCbjdNdEcwSDBaLVFYODlLTUhKeG02eWt4bkplNWlSN3RCUnhWd2dxZE5aa0xBbzZ4b3Z2TEVUd0NQOWs4eFQ5dnNiVkUwdWJvak1nNmFsLUtFLTBkTGY4ZGRYYnk0MVBKbTBmblg2VUU3dFE1VnJka2kyYXZuMjEwbW15dmJqcS1OakFITl9qc25sWXIydnNuT19JczBaV0lobHp4c01qcmRlcVBp?oc=5,2024-04-16 07:00:00
2024-04-16,The Battle for the Black Sea Is Not Over,Hudson Institute,,https://news.google.com/rss/articles/CBMiygFBVV95cUxPTFU4aXo2UUpNcWxiMU8zQUpMVXU3TXFnTzg1dVV6aENNUk5GTzNRakN1VGtHVnBVTm13WGx0OGhfTW9MRW0wU2dsMHptN0RPVW5wZVcwSGhlbmVXNnZ0RWpBcy1ldVAxcnpyUjVUSzZqeWxtMFZfM2Y2b1o2YWJubHo5WlRDaktoWlkxOWNpN2tPTnJhckxKbmxnOFN1djdOaFBEUUtndnZwWUJncVFWTVVYTkZEaWViTVJka1NEamNvZkpIVE5Jd293?oc=5,2024-04-16 07:00:00
2024-04-16,The Houthis and the Red Sea: A new risk to subsea cables,Data Center Dynamics,,https://news.google.com/rss/articles/CBMipgFBVV95cUxQWkExREJsbHZlMHVxMkp5ZENuNkVJeVEzWm8ydkRMalowWGppbmJvMjZaRDlxeHFnb2xwWURJR1hkbWdfOVg2T09tSlJRYjlOaGd0dXdrX1lWcG0ySE8xTEFIZWNWOEJ0RkFPSld6SlV6Qk9NZmcwa0pmZUtkSHdxd0k2enZCbmUtOHJVMUN6eEVZdWdEempMNElKSWpIX2Yya3dUY01R?oc=5,2024-04-16 07:00:00
2024-04-16,The US Navy has fired off nearly $1 billion in weapons fighting threats from Iran and the Houthis,Business Insider,,https://news.google.com/rss/articles/CBMipwFBVV95cUxONFJOdG5wcGFTbUZGSm45Um00UWkwclpxay1aMF9rMEpvZm91SXZYelpvNGNPZTU2WVZFMldnSWZpUUVyN1VtWUU0YTFHUHJrbkZmZDUxdTA1cDBVNU9pZVozN0NLZVhZbmFiN0lhTWk5YUUyLXpOMUdOb1B2UTFVVTJ3TTl3RVpoM2JtS21hU1VteFR5ZW14WnNjejZBc2tkc1FfRVNaOA?oc=5,2024-04-16 07:00:00
2024-04-17,3 Top Oil Stocks to Buy as Crude Prices Continue Rising,The Motley Fool,,https://news.google.com/rss/articles/CBMimAFBVV95cUxQY2cyNkIzeWdVM0xNUXBjM2tXUW5oTFF0UnBPWmpqTDQ2NlpldkJZT0ZVV055VFNTWVhQWlQwbkRJUG1neXZzYndfd1cwSXU3a2NiVU43dXViX1F1WHVsMjdoZ0Nmc0ZQOWpqMnEtM285N2k2Slh3MWNUeU5tTWFtY1Jlb3FPZ3ZSc0pLWXV4eTc4VHh6cWh1cw?oc=5,2024-04-17 07:00:00
2024-04-17,"Despite rising Iran-Israel tensions, crude oil prices hold steady – here's why",Mint,,https://news.google.com/rss/articles/CBMijgJBVV95cUxNUWpLM1RUUHlXcFNBcWJ3Yms3UmdGTUEySUdUdzNOMU83N1lyeE81d3B2cTV3NVlDY1N1TnBZd1Z1VVZQdHFyNk9STE43Zk1pamRkS0VwQmNxUUMwamRQMTYwWkxKSEFYRVhyLVFLVjhJRTluYmY5WlpzV2NaWWhWMjNET19ydzhrdnVmT0s4NVpQRFluVEFsMlZMMjRRLVVYSEdtbldFNlRxT21SeHJUWHBLOUo0WV9XZ05VTVBtRm81U3d3QkF6U3F1dTVTRnlfQ3NnMUo1Y2hTLWMyUHc2RUpobWxYZzltNDVPZkt1d0VRN1lUazBkby1DWW1QR0JPOEQ1LXJ5aEFnSm5xU3fSAZMCQVVfeXFMUDR3Wm5DYVFxOERFUXpob2pWTm1OQ0pfNmhKNzVMT0RmQ1hPNGNLOFkzOHVtMUxjSU9xcWh0SG5KMkRqT3hKc1FmNEdIWl9lU0ZlR3JybzkyVG1YdG9xT3ZkNUx5M2QwOWpIWU5Nb1BUSi1tZV9tb1pONUdIZzYydy1YTjA1Y2IyUDg0Vzlkd3pmbGRHTlM5VlR5cFU4SC11dnM2Z3ZtWXFfM1BjLWRySS1uMWYzc0JmT3VBaWdMc3hiRjhUZVplaElodTBTWUtNeWU3M19hZTQyWXVDVHZzMW9EWlNjdFloazRBTUdLaXJGaXNQWDdIcXFNVjJZZENqVGhkczVMR2p1MnFQQkc3cWFiUTA?oc=5,2024-04-17 07:00:00
2024-04-17,How could Middle East crisis play out for tanker exchange-traded fund?,Lloyd's List,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZUR6SGlQM0J5c1RnZl9Yb29IeVJFR0VCbVB3QVNmUDF1SXdFZUtCT3ZVOEdJeEdGS1dCV3pfVmZlMFV3bk1feGROZnFIekFkaW44R21FaVY5bHIyaVhDckthbVJYV0lmM2FnTy1uVmpGSmozWFBPYjh5OW0zdExJWmRDZEhaSm1CWFh1OGEzbjN5eUtRWWZzRXdNcW8zQ2Y2SW94Y3JpNW9PZw?oc=5,2024-04-17 07:00:00
2024-04-17,Howden Offers War Risk Cargo Insurance Covering Red Sea Ships Against Drone & Missile Attacks,Marine Insight,,https://news.google.com/rss/articles/CBMivwFBVV95cUxPb0U2eklFd1d6eFlMOG1DblVSSEdYblMzLW41Q2hmZ0theHBPc1F2dUxwQjU2amkxUkpVT2t6Z2JCdFZIRHpZdDVoMXVFRnZPNmhBUWFoZWE4NlluMW52aWpsVHFueE9uVEhQcm9JdmN0V3ZaZE0tTWZudDJldkVjX1VFNXE1YlNYU0liYW1uTEp6V0tOZ1l3Mld1dERKbnYyd0tnYWVwZFVsNW9FeWg2SDE1RnYyZXVSUUtrS3BiQQ?oc=5,2024-04-17 07:00:00
2024-04-17,"Iran navy escorting Iranian commercial ships to Red Sea, commander says",The Times of Israel,,https://news.google.com/rss/articles/CBMitwFBVV95cUxNbmhZY3JWMUdiQklNME11cWhYQkZnRGJjUTRVUTN0NXNQbUFxZnQ3Q0FPRmhKVDhscF9BcFRqR1FFU3Nzd1dUT1FTbVp4OGVycTlaODYzUXlLWWh6cjE5cVVPcE0zRk9JSjZvQUwxMWlaNnlsbklYZXBPZExkME8yZmh3SVExYnVqRzZLMzhuaV9BMVByN0hOcjhiUlBhTXhudjZsQmQweE5QUW1jOE5uVFRWUVVsTE0?oc=5,2024-04-17 07:00:00
2024-04-17,"Iran navy escorting Iranian commercial ships to Red Sea, commander says",Al Arabiya English,,https://news.google.com/rss/articles/CBMizAFBVV95cUxNRW9fREw4dFhwakNmbjJ1ZnYtazJmWkx3QjdPUm1pNkg5bkg5a1Vyb1NkOGNMa2ZnaTJRUjRmb1lDRzd3NDBHUjVKNHJFZTRuMGkwMFpXYkZZaURxX2g5eVNORmVmTzhtOUV1V2l4ejFjQ2NSenA3VEZWcTBxVEk2cUNfSWZtTWRsYkl1bms3M1dTT2ZhenFqbGdVWUJVOTNCUVhSSFo1cUZna1c1T2g1TGU5VWp4YThZNnlKcmhUWndkZUN0eWFMYzVQX0zSAdIBQVVfeXFMTmFkOF9UQi0tc0QtYXlxQ2h1cHotbmtsRnktNlpGRC1YS3lJQ3k1N2h2MUdkRHBPT09BRm5udkZvcWxTZWhnWThxbjIwRzhnaFNhcTNDSFl5RVVENnBGT2NMMXo5Mjl1bm1hU0tSeHR4THJ0NkpjMnFINWNVQmJTYTdDRlBqVWt4Ymk1OGl1cnVpaklocE1BNGM5dzBiZmh0QWpROE5zWmxsMjlCa1JwVzc4M0xPWnRkQVIwWThHT3ZhcEVUODI1QXY4VGZLZjQyd19B?oc=5,2024-04-17 07:00:00
2024-04-17,"Iranian Navy escorting ships in Red Sea, IRGC officers pull out of Syria",The Jerusalem Post,,https://news.google.com/rss/articles/CBMiX0FVX3lxTE11MlVwYVV2MGl1VzhuY3FQSndBMmk0dThfeEpia3BPd3RSX3NpWVVrMDFWeTB6VWUwRnVCTG10SW5TVkNBM2pyX2VtaF9FbFg3Y0RqUFNhYTd0a0poa1Fz?oc=5,2024-04-17 07:00:00
2024-04-17,Iranian president: ‘Tiniest invasion’ by Israel will be met with a massive response,The Times of Israel,,https://news.google.com/rss/articles/CBMisAFBVV95cUxQX3J3VThEdE1LbkRkVm9OcU9ZY0hzbjJWeHVYRmNsTmhOUjl6NUdhSUlHbHBNbE1fLVpXNzhfaFl6LUd6S0c3VWR2dWpjdzRKS0hJWnpfSjhya2pSMGE0RDJkMU1jNTdLX09HaXhvVWVDUDcyc0hMekE0a25ZZVREczFlWW8tSzQyakZVMHROWlpob21pUXg4aHVKMTFhcExuY3dhQnVVNTgtelNJQlBKX9IBtgFBVV95cUxNMTh3ZmM0SXJ4TGZjNkowb190aVRDdm56VTBWWThUQmxqYUIxQjJwV0pzUXB6Z21ESXN3T0tLc19oT0p6Q3NwOFhlTHVpWUppYi0ydkN1LWVfZU5McVFkSkx6eWo2ZGNsN1Z5TExGakZfeHhLdzlfeFdxYmpGNGhGRW1Fd3ItcHJNMF9GbEhaWmRCUXhucmJOTndPSWtfa2dCWkhILVp1Z3h1TXVmVlpIRDFJREtnQQ?oc=5,2024-04-17 07:00:00
2024-04-17,MSC negotiates cargo discharge of ship seized by Iran,Kuehne+Nagel,,https://news.google.com/rss/articles/CBMiogFBVV95cUxOSU1fQmFSM3BPS2IzY1Frbkc5cVE2Ukw4MEx3dXJGeUE5akhBRzRCb25XeHZHTl9UNEY1emR5QndxTzBxTG1oZEhra2N6LXpVaGMybE1XR2JhdWpBQldnZVZ6eGlFR1d5YXNPWWVseUIxRWJ0MmtYbEhZQ1ZydGlKU3I0TE40SWZhRDlSNDRZc3d5TTdDX2c2a3FuS1Y3a2lUVXc?oc=5,2024-04-17 07:00:00
2024-04-17,"Make way for the Middle East: UAE, KSA's ambitious drive to become global integrated logistics hubs",Maersk,,https://news.google.com/rss/articles/CBMilwFBVV95cUxQSGlkRWRzdmxxOWhKc052NnpBV09OVGRoaHViSnJlMzhPQTdjalR1SzBFdi1YUFlqajUyMHJmbE5Scmk2WTBWUTU4cUV6WE1BVjhIcjJhcU1UbF85Rk5ha0VyREhwTjV2OERyWXdtZDhvbGhMRW81Sl92N3B5VUFRRGR5bGE0Nllid3BnQlVBbktqYTZLdFZn?oc=5,2024-04-17 07:00:00
2024-04-17,"Navy has spent nearly $1B in Middle East, including against Houthi threat, secretary says",The Hill,,https://news.google.com/rss/articles/CBMitAFBVV95cUxNZU1TRXRxQktBODc1TDg0UnVvcDVzZExzUHdRNHdCNEwzZVVVTDRfazJ5bGkwLU9zckZvMXdESkc1b0hxN3I4dmJHb0tEZHg3dmZ6Rmd0S1NDaks3Szk5R21relF5MHZoa2ZTaExzN1p5bllGTXpKRmxBZzMzOUVuQWVvVzVELTRPNVlTejdKcHV5X2xsUnl3SkRwZ3REWWlEX1ZsN1QxT1Vld0NJZUtkcFVneHrSAboBQVVfeXFMTWpXamJGRXp3TGJrbkoydGE0bWk5Z09zbGo0ZzJaMW9PY0FQRHJLVWlNZjQ0RmVtdzBJV0MzM0twMEJiRG9jYUg0MFJwUThlMW4zNldtNXpQX2pyZHRaVV9HRWtmeHQxQk43SU95VFBfeUFMV3UwbElqV1lKNEp4RGlnb2ZDa0JBcjVSVjAzZDJpYUNMY0k0b3hGeHpuWExQTWRaMVVTR3VRdW1oa2RzZ19Ia0pCWjNGX2xB?oc=5,2024-04-17 07:00:00
